content,techniques
"وقد قلت لناشر ظل يداريني مرةً لأكتب في صحيفته الالكترونية التي اختلف مع خطها ""بإمكانك أن تعدّني متزمتاً في هذا الجانب"" بعدما حاول إقناعي بألا أكترث للوسيلة ما دامت ستنشر لي ما سأكتبه دون المس به.","[""'loaded_language'"", ""'straw_man'""]"
لكن مرض غيلان باريه سبب معاناة لمئات الأشخاص الذين كانوا، بحسب الأبحاث الآن، في غنى عنها.,"[""'loaded_language'""]"
وشيئا فشيئا ظهرت شخصية الشاب عبد الملك الواثق من نفسه الذي يلقي خطابات طويلة ومرتجلة تبدأ دائما بالقضية الفلسطينية وإسرائيل، والذي يلوح بسبابته اليمنى بينما يزين خنصره خاتم من الفضة والعقيق.,['no_technique']
الصحراء الغربية منطقة شاسعة تقع شمال غربي افريقيا ومساحتها حوالي 266 ألف كيلومتر مربع.,['no_technique']
"دبي، الإمارات العربية المتحدة (CNN)—أعلنت وزارة التعليم بالمملكة العربية السعودية، الأحد، البدء بتوزيع نسخ جديدة لكتاب الدراسات الاجتماعية، بعد الضجة التي أحدثتها صورة تداولها نشطاء على مواقع التواصل الاجتماعي، قالوا إنها ""تظهر كائنا فضائيا"" بجانب العاهل السعودي الراحل، الملك فيصل بن عبدالعزيز.","[""'loaded_language'""]"
ويمكن للمواطنين التبرع على الموقع الإلكتروني الخاص بكل مبادرة أو عبر التحويل المصرفي للضحايا.,['no_technique']
وقال السفير بسام راضى، المتحدث الرسمى باسم رئاسة الجمهورية، إن هذه الأعمال تتضمن كوبري الميرغني وميدان السبع عمارات والتطوير المتكامل لميدان روكسي وميادين كل من أحياء سفير وهارون والتجنيد ، وكذلك المحاور الجديدة بكل من شوارع النزهة وأبو بكر والخليفة المأمون، مشيراً إلى أن تلك المشروعات تهدف الي تسهيل حركة المرور داخل حي مصر الجديدة وربطها بالمحاور الرئيسيّة الممتدة الي التجمعات العمرانية والمدن الجديدة وكذلك لداخل العاصمة القاهرة.,['no_technique']
"وتخضع المصابة حاليا للحجر الصحي بإحدى مستشفيات الدار البيضاء (شمال)، حيث سيتم التكفل بها وفقا للإجراءات الصحية المعتمدة"" وفق البيان.",['no_technique']
انتهت أعمال البحث عن ضحايا تحت مبنى دمره انفجار مرفأ بيروت من دون العثور على ناج او حتى على جثث بعد أيام من الإعلان عن رصد نبضات في المكان، وفق ما أعلن مسؤول في الدفاع المدني اللبناني.,['no_technique']
وأضاف: “الأهم في هذه المرحلة الصعود بأي أدوات.. وهناك الكثير من المطالبات ببناء فريق ويتم تجهيزه من دوري يلو غير صحيح.. كما أن الأدوات القادرة على الصعود من دوري يلو تختلف تمامًا عن الأدوات القادرة على عملية المنافسة”.,['no_technique']
إلى ذلك، تمّ تشكيل خلية أزمة تضمّ خبراء واختصاصين لـ«الاستجابة لتفشي الكوليرا ومتابعة التطورات بصورة يومية».,"[""'loaded_language'""]"
"و لم تكن جمع العملات النقدية هي الهواية الوحيدة لملك مصر، بل عرف عنه العديد من الهوايات ، فقد اشتهر فاروق بعشقه لهواية ""صيد البط"" التي كان يحرص على ممارستها في بحيرة قارون بالفيوم وسط حاشيته ورجاله.",['no_technique']
وأشارت إلى أنه تم تحديد يوم 16 أكتوبر الحالي موعداً لرفع المذكرة لكل الجهات بولايات السودان كافة، على أن يحدّد فيها سقفٌ زمني للرد.,['no_technique']
علمت موزاييك أن إدارة فريق النجم الساحلي في مفاوضات متقدمة مع المدرب نبيل الكوكي لقيادة الفريق خلال المرحلة القادمة.,['no_technique']
"من جانبها، اتهمت أرمينيا الجانب الأذربيجاني بشن ""ضربات جوية وصاروخية"" على قره باغ، وأعلنت السلطات الأرمنية التعبئة العامة في البلاد.","[""'loaded_language'""]"
"وقال مدير العمليّات في الدفاع المدني اللبناني جورج أبو موسى لوكالة فرانس برس ""ليس هناك أي شيء، لم نجد أحداً على قيد الحياة أو ميتا"".",['no_technique']
يجب ترك المكان الملوث في أسرع وقت ممكن، والبحث عن الهواء النقي إذا حدث التعرض للغاز في الداخل. أما في حال كان التعرض له في الهواء الطلق، يجب التوجه إلى أرض مرتفعة لأن السارين أثقل من الهواء.,['no_technique']
وأوضحت منى سيف أن شقيقها لم يخرج كالمعتاد من قسم الشرطة بعد قضاء فترة المراقبة الصباحية، وبسؤال المسؤولين بالقسم أفادوا بأنه سيعرض على نيابة أمن الدولة، من دون إبداء المزيد من التفاصيل.,['no_technique']
وأضاف «مشكلة أن إرادتك مرهونة لدى آخرين يرغمونك على الكلام والصمت متى ما شاؤوا!».,['no_technique']
أنجمينا- قُدس الإخبارية : نفت تشاد افتتاح سفارة لها في مدينة القدس، العام المقبل كتبادل للسفراء بين أنجمينا وتل أبيب.,['no_technique']
مدربا للمنتخب الأولمبي، على خلفية الجدل المثار حاليا بشأن قصة ازدواجية المهام المتضاربة بين منصبيه مع الوداد و الأولمبيين.,['no_technique']
كشف رئيس الحكومة الياس الفخفاخ منذ قليل أنه تلقى مراسلة من منظمة الصحة العالمية شكرت من خلالها تونس على الإجراءات والتدابير التي اتخذتها لمجابهة فيروس كورونا. كما أكدت المنظمة الدولية في مراسلتها أن تونس من بين الدول الأقرب للسيطرة على الوباء.,"[""'loaded_language'""]"
وأضاف أنه أول أيام عيد الأضحى، حرص على أدء صلاة العيد فى ساحة مساكن كفر حجازى بغرض كسب الثواب، رغم إلحاح زوجته وبناته على الذهاب للمسجد القريب من المنزل تخفيفا عنه حتى لا يشعر بآلم فى ظهره أو قدميه، ولكنه رفض ذلك وأصر على الذهاب للساحة للصلاة فيها مبتغيا الأجر والثواب من الله.,"[""'loaded_language'""]"
وأبقيت حالة الإنذار في بريطانيا التي ضربتها العاصفة الأحد مسببة فيضانات في شمال البلاد، بينما حذر مكتب الأرصاد الجوية من رياح عاتية وأمطار غزيرة وثلوج.,['no_technique']
"واذ اكدت الوزيرة كولونا تمسك بلادها بصداقتها مع لبنان، خصوصاً في الأوقات الصعبة، تمنت ان ""يتمكن اللبنانيون من تجاوز الظروف الصعبة التي يمر بها لبنان، وانتخاب رئيس جديد للجمهورية وإقرار الإصلاحات الضرورية للنهوض الاقتصادي"".","[""'loaded_language'""]"
كشفت استشارية الأورام السعودية الدكتورة أم الخير أبو الخير، عن طريقة تظهر الإصابة بسرطان الثدي قبل حدوثه بسنتين أو أكثر.,['no_technique']
فرط النشاط والاندفاعية الطفل الذي يظهر نمطًا من أنماط فرط النشاط وأعراض السلوك الاندفاعي غالبًا يكون:,"[""'loaded_language'""]"
اجراءات عقد الزواج تكون بحضور طرف العقد العريس والعروس (وكيل العروس) وقد يكون للعريس وكيل أو هو وكيلاً عن نفسه بالاضافة إلى عدد ٢ شهود اثبات ويقوم المأذون الشرعى بتلاوة آيات الزواج من الذكر الحكيم.. ألخ,['no_technique']
"كما تناول هوريتز مباشرة الخوف من الضرر المحتمل لسمعة إسرائيل، قائلاً إن غانتس وحلفائه من حزب أزرق- أبيض'' سيكونون مسؤولون عن ""الفصل العنصري علينا""، في إشارة إلى المخاوف المتعلقة بوضع الفلسطينيين بموجب الخطة الإسرائيلية والأمريكية قد تشبه تلك من السكان السود في جنوب أفريقيا عندما كان يحكم البلاد أقلية من النخبة البيضاء.","[""'loaded_language'"", ""'appeal_to_fear'""]"
تداول مستخدمو مواقع التواصل الاجتماعي مقاطع فيديو للحظة إخلاء سبيل نجم كرة القدم البرازيلي رونالدينيو من أحد السجون في بارغواي.,['no_technique']
"وكانت وكالة انباء كيودو اعلنت في وقت سابق نقلا عن الشرطة انه تم الابلاغ عن ""فقدان"" قطار آخر تابع للشركة نفسها كان يسير قرب محطة نوبيرو على خط سينسيكي الرابط بين مدينتي سينداي وايشينوماكي حين انقضت موجة مد بحري ارتفاعها عشرة امتار.",['no_technique']
"في الشهر الماضي، قالت شركة ""كريم"" للنقل التي تعمل في 80 مدينة حول العالم إنها ""وسعت بشكل مطرد حجم أسطولها بمقدار 1000 سيارة إضافية على مدى عدة أشهر"" استعدادا لكأس العالم.",['no_technique']
عمان 5 نيسان (بترا)- قال وزير العمل نضال البطاينة إن اللجنة الثلاثية ليست صاحبة الاختصاص في اتخاذ قرارات بخصوص الرواتب والتزامات القطاع الخاص في مثل هذه الظروف، ولا صحة لما تم تداوله حول اتخاذ قرارات من قبل اللجنة بهذا الصدد.,['no_technique']
هذا ما اوضحته اليوم الأربعاء 26 جوان لانباء تونس سعاد عبد الرحيم رئيسة بلدية تونس شيخة المدينة بخصوص اطلاق اسم محمد مرسي رئيس مصر السابق المتوفي الاسبوع الفارط أثناء سماعه بالمحكمة على احد الشوارع بالعاصمة.,['no_technique']
"وأشار نائب رئيس أركان الجيش برهان جولا خلال مؤتمر صحافي في العاصمة إلى أنه ""دخل بلدنا في حرب لم يكن يتوقعها. هذه الحرب مخزية، إنها عبثيّة"". وتابع: ""سنحرص ألا تطال الحرب وسط البلاد"" وتبقى منحصرة في تيغراي.","[""'loaded_language'""]"
وقاد مارادونا منتخب الأرجنتين لإحراز لقب كأس العالم 1986 كلاعب بينما تولى تدريب بلاده في نهائيات كأس العالم الماضية.,['no_technique']
الرباط – «القدس العربي» : إسبانيا لديها منافس في الجيش، ومن كان يظن أنه جارها وصديقها المغرب، هكذا افتتحت جريدة «إِلْ إسبانيول»، تقريرها، الذي قالت فيه إنه قبل أقل من عام من الاتفاق الذي أبرمته إسبانيا مع الولايات المتحدة للسماح باستخدام قاعدة «روتا» من قبل القوات الأمريكية، عرضت الدولة الواقعة في شمال إفريقيا جيبها البحري «القصر الصغير» لتكون «روتا» الجديدة.,['no_technique']
"كشف تحقيق حصري لصحيفة ""بيلد"" (Bild) الألمانية اليوم تفاصيل مثيرة عن قضية تسميم المعارض الروسي البارز أليكسي نافالني الذي يرقد في مستشفى ببرلين بعدما نقل إليه من مستشفى روسي في سيبيريا.","[""'loaded_language'""]"
وتوفيت هيدويغ والتمانز موليير، 55 عامًا، متأثرة بجراحها في المستشفى يوم السبت بعد أربعة أيام فقط من الانفجار الهائل الذي ضرب العاصمة اللبنانية.,"[""'loaded_language'""]"
تعاظمت شعبية الحزب النازي مع أزمة الكساد الكبير عام 1929 ، وبلغ عدد منتسبيه أكثر من مليونين في العام 1932، ومع ذلك خسر هتلر الانتخابات الرئاسية في ذلك العام، لكن الحزب صار أكبر حزب في البلاد مستفيدا من خطاب مزدوج يَخطب ود الطبقة الوسطى مع قدرٍ من التطمينات لرجال الأعمال والصناعة.,"[""'loaded_language'""]"
وليست الغمغام هي المرأة الوحيدة التي تقبع في السجون بسبب آراء وأنشطة معارضة ، بل هناك قائمة مؤلفة من 13 امرأة أخرى ، تم الإفراج عن بعضهن، وأخريات بانتظار الحكم، وهن (لجين الهذلول، عزيزة اليوسف، إيمان النفجان، نوف عبد العزيز، مياء الزهراني، هتون الفاسي، سمر بدوي، نسيمة السادة، وأمل الحربي).,['no_technique']
وانتقد عابدين “أسلوب ردود الفعل” على هذه الجرائم والانتهاكات، داعياً إلى “عمل جماعي لا يخضع للاعتبارات السياسية”.,['no_technique']
"وتبلغ مساحة ثقب الأوزون فوق القطب الشمالي، حسب موقع ""روسيا اليوم"" نحو مليون كيلومتر مربع. ويعتقد علماء مركز الفضاء الأوروبي أن سبب نشوء هذا الثقب هو ظروف جوية غير طبيعية بما فيها درجات الحرارة المنخفضة جداً في الستراتوسفير، ما أدى إلى انخفاض حاد في مستوى الأوزون.",['no_technique']
واعلنت وزارة الطوارئ الروسية انه تم اجلاء سكان جزر كوريل وطلب من السفن مغادرة الموانئ.,['no_technique']
وفي مقابلة مع قناة “الحرة”، 7 أكتوبر الجاري، طالب طنطاوي، السلطات المصرية بوضع قانون انتخابي عادل وتطبيق إجراءات سليمة والاحتكام إلى إرادة الناخبين.,"[""'loaded_language'"", ""'fud'""]"
وكان الرسام يواجه في حال إدانته بالتهمة الأولى عقوبة قد تصل إلى السجن خمس سنوات، فيما تتراوح عقوبة التهمة الثانية من ستة أشهر إلى سنتين.,['no_technique']
وفي عام 1980 تولى وساطة ناجحة بين سلطنة عمان وجمهورية اليمن لتخفيف حدة التوتر بينهما.,['no_technique']
بحضور الرئيس التركي رجب طيب أردوغان، شارك آلاف المسلمين في صلاة الجمعة لأول مرة في آيا صوفيا بمدينة إسطنبول، بعد أن تحولت الكاتدرائية السابقة من متحف إلى مسجد بقرار من أردوغان.,['no_technique']
أصدر الرئيس بشار الأسد المرسوم التشريعي رقم / 145/ الذي ينص : الحكم بالإعدام على كل من يتعامل بالعملات التالية (الدولار - اليورو -جنيه استرليني)وعلى كل مواطن ممن بحوزتهم إحدى العملات المذكورة الإسراع إلى المصارف وتحويل ما بحوزتهم من عملات أجنبية ما يعادلها بالعملة الوطنية قبل تاريخ ١٧/٦/٢٠٢٠ وكل مخالف يتحمل المسؤولية كاملة بموجب المرسوم التشريعي رقم/145/ الصادر يوم الخميس الموافق في 11حزيران عام2020 /بشار الأسد رئيس الجمهورية العربية السورية,['no_technique']
هناك دول مماثلة أو شبيهة من حيث الحجم والقدرات في المنطقة نفسها، لم تفعل هذا وتعلن أنها لن تفعل. لماذا لم ترغم الولايات المتحدة الكويت على التطبيع؟ وقد حاول ترامب وذكرها بالاسم، وكان يريدها أن تكون ضمن هذا المشروع، وقطر أيضا دولة صغيرة فلماذا لم تفعل هذا؟ وقد أعلنت بشكل صريح أنها لن تفعل، وعلق مسؤول أميركي على ذلك بالقول إنهم يتفهمون موقف قطر.,"[""'loaded_language'"", ""'whataboutism'""]"
"كما أكدت الممثلة الخاصة للأمين العام للأمم المتحدة في ليبيا أن الاستمرار في حرمان الشعب الليبي من ثرواته النفطية يعتبر ""ضربا من التعنت غير المقبول محلياً ودولياً"".","[""'loaded_language'""]"
العهد نيوز_بغداد وصل مرشح رئاسة الوزراء محمد شياع السوداني، اليوم الأربعاء، الى مكتب النائب الأول لرئيس مجلس النواب محسن المندلاوي.,['no_technique']
تقول زيلان: “لقد رأيت مقاومة حقيقية، خاصة من قبل المراهقين والشباب الذين يقودون هذه الاحتجاجات”.,"[""'loaded_language'""]"
"وكانت السلطات الأمريكية قد أوقفت نادر، البالغ من العمر 60 عاما، الاثنين الماضي في مطار جون كيندي في نيويورك، بتهمة حيازة ""مواد إباحية لأطفال"".","[""'loaded_language'""]"
يقول جار: بالنسبة للورنس العرب” فقد كان لي ستة أسابيع فقط لتأليف ساعتين من الموسيقى، وبالتالي اشتغلت نوبات مدتها خمس ساعات بينها عشرون دقيقة من النوم، وهو ما تسبب في مرضي، واحتجت إلى الراحة لمدة سنة من أجل استرجاع عافيتي”.,['no_technique']
ويأتي هذا بالتزامن مع مرور ثلاث سنوات على ذكرى مقاطعة قطر من دول المقاطعة السعودية والإمارات والبحرين ومصر في العاشر من رمضان 1438 هـ الموافق 5 يونيو 2017 .,['no_technique']
كما أن شخصية «نفيسة» في مسلسل «أهل الراية» منحتني الشهرة لأن العمل كان متابعاً وناجحاً، ولا ننسى دور «فكرية» بمسلسل «عطر الشام» الذي لقي تعاطفاً كبيراً من الناس.,['no_technique']
سابعا: طرق ووسائل سداد رسوم التقديم الإلكتروني للحصول على رقم استمارة التقديم الإلكتروني عبر الآتي: تدفع رسوم التقديم إلكترونيا عبر الطرق الآتية:,['no_technique']
تسعى الحكومة الأميركية منذ بدء الصراع في أوكرانيا إلى تجنب أي تصعيد مع روسيا.,"[""'loaded_language'""]"
"وأوضح فيكتور غاسبار ""لقد استحدثنا مكتبا خاصا للتمويل السريع لتلبية الحاجات الغذائية فضلا عن تدابير أخرى للحد من الأزمة الغذائية وقد استفادت منها دول، مثل: تنزانيا وجورجيا.","[""'loaded_language'""]"
"وقالت المستشارة الألمانية أنغيلا ميركل إنها حزنت ""مع النيوزيلنديين على مواطنيهم الذين تعرضوا للهجوم والقتل بدافع الكراهية العنصرية أثناء الصلاة في مساجدهم"".","[""'loaded_language'""]"
ومساكن عاد وثمود معروفة عند العرب يا أخي الفاضل ومنقولة بينهم أخبارها وأحوالها ويمرون عليها في أسفارهم إلى اليمن وإلى الشام.,['no_technique']
الناس يبحثون عن منتجات في محل تجاري في كاراكاس وأصبحت الرفوف الفارغة في المحلات من المشاهد الشائعة.,['no_technique']
وجلس الرجال العشرة في كراسيهم حول تلفزيون صغير، قبل أن ينطلق الإنذار للإبلاغ عن حريق، ولا يتردد أحد منهم في القفز وتجهيز نفسه والانطلاق بأقصى سرعة لركوب سيارات الإطفاء والإسعاف.,['no_technique']
وأكد أن فرق الدفاع المدني وصلت الى المراحل النهائية برفع انقاض المبنى، وغدا نبلغ نهايتها، لافتا الى أن لجنة شكلت بأمر رئيس الوزراء ومتابعة وزير الداخلية للتحقيق بأسباب انهيار المبنى.,"[""'loaded_language'""]"
أحداث الحادي عشر من سبتمبر/أيلول جعلت المستقبل أمامي غامضا، وتساءلت لماذا يفكر الناس بصورة سيئة حول معتقدي,['no_technique']
وتعرضت تلك الأجهزة إلى الإغلاق المتكرر بعد فتحها مع ضرورة إعادة الأجهزة إلى حالتها بعد التصنيع فأدى ذلك إلى فقدان كل البيانات التي كانت مخزنة عليها.,['no_technique']
وقال البيان إن كافة التفاصيل ستعلن في مؤتمر صحفي عالمي سيعقد مطلع يونيو/ حزيران المقبل في دبي، وسيحضره مارادونا (50 عاما).,['no_technique']
والآن: هل من المعقول ان السعودية خاضت هذه الحرب من أجل رفع سعر النفط بمقدار 1 بالألف او حتى اكثر من ذلك عشر مرات؟ ولماذا اميركا غاضبة من هذا؟ وهل ستستفيد السعودية أو روسيا من هذه الزيادة؟ لنحسبها: السعودية (وروسيا) تخفض نصف مليون برميل، أي حولي 5% من انتاجها والنفط يرتفع 1 بالألف.. يعني ان خسارة كل منهما من خفض إنتاجها تبلغ 50 مرة اكثر من زيادة عوائدها من ارتفاع السعر!,"[""'loaded_language'"", ""'fud'""]"
وتتميّز «TANK 300» بمقصورة خالية من الضوضاء، ومجموعة تروس منخفضة المدى، وأقفال تفاضلية إلكترونية أمامية وخلفية، وأنظمة دعم للسرعة والمرور، مع خاصية «Tank Turn» المميّزة التي تسمح للسيارات بالدوران حول نفسها، ونظام الزحف، وقد باتت اليوم مُتاحةً لعشاق السيارات الحديثة والسيارات الرياضية متعدّدة الاستخدامات في الكويت.,"[""'loaded_language'""]"
أيضا يمثل إلغاء نظام الكفالة فرصة لاستقطاب أصحاب الكفاءات والتخصصات الدقيقة من مختلف دول العالم واللذين يرفضون الخضوع لنظام الكفالة في ضوء ارتفاع الطلب عليهم في العديد من الدول التي لا تطبق نظام الكفالة والقضاء على حالات التستر.,"[""'loaded_language'""]"
ولد الشيخ صباح أحمد الصباح في مدينة الجهراء عام 1929، وهو الابن الرابع للشيخ أحمد الجابر الصباح ( أحمد الأول)، والدته منيرة عثمان السعيد العيار.,['no_technique']
"وقال الوزير للصحفيين اليوم: ""تم إنجاز الاختبارات السريرية على لقاح ضد عدوى الفيروس التاجي، التي طورها مركز غامالي الوطني لبحوث الأوبئة والأحياء الدقيقة. ويجري إعداد الوثائق الضرورية لتسجيل اللقاح رسميا"".",['no_technique']
وختم البيان، أن جهاز الضابطة الجمركية سيعمل على تكثيف الجولات التفقدية على المحلات التجارية والسوق الفلسطيني تزامناً مع أيام العيد.,['no_technique']
وستجرى قرعة تحديد المواجهات المباشرة في مدينة زيورخ السويسرية في التاسع عشر من الشهر الحالي.,['no_technique']
وأكد وزير الصحة التركي فخر الدين قوجة للصحفيين يوم السبت، أن 243 مصابا جراء الزلزال لا يزالون يتلقون العلاج منهم ثمانية جرحى في الرعاية المركزة ثلاثة منهم في حالة حرجة.,['no_technique']
"وأضافت المتحدثة باسم الخارجية الروسية ماريا زاخاروفا أن بلادها تنتظر فتح كل الأوراق، وأن يقدم الألمان للجانب الروسي نتائج التحاليل التي قام بها الجيش الألماني، والمعطيات الأخرى التي تُثبت -بحسب برلين- تسميم نافالني بمادة غاز الأعصاب ""نوفيتشوك"".",['no_technique']
أصدر مجلس أبوظبي للجودة والمطابقة، النسخة المحدثة من الدليل الإرشادي للبنية التحتية للخدمات في إمارة أبوظبي، والذي يخدم عشرة قطاعات مختلفة، لرفع مستوى جودة خدمات البنية التحتية في الإمارة، حيث تم إضافة 30 دليلاً جديداً على الأدلة الفرعية، ليصبح عدد الوثائق الفنية الكلية في الدليل 160 وثيقة، إضافة إلى التعديلات الفنية التي تمت على فصول الدليل بالتعاون مع الجهات المعنية.(وام),['no_technique']
‏السيدة تومسون خانها زوجها، فدست له السم في قهوته، فلما ظهرت عليه علامات التسمم أخذته إلى حبل المشنقة في الحديقة، وقبل أن تلف الحبل على عنقه أوقدت نار ثم لفت الحبل على عنقه ودفعت الكرسي وقبل أن يلفظ أنفاسه الاخيرة أطلقت عليه الرصاص، فمات مسموماً محروقاً مشنوقاً ومقتولاً,"[""'loaded_language'""]"
وختمت بقولها: “ذكر الله لا يحتاج لأي مناسبة ولا يستوجب من أي امرأة أن تضع غطاء رأس كلما قرأت آية قرآنية”.,['no_technique']
وفي هذا السياق، أوضحت والدة الرضيع، في تصريح لإذاعة شمس اف ام، صباح الخميس، أنها كانت في غرفة مقسمة على جزأين، جزء يتضمّن 8 أسرّة وتتواجد به نساء مع أطفالهن، وجزء آخر تتواجد فيه هي مع امرأة مع طفلها وامرأة بمفردها.,['no_technique']
وكانت العبارة تحمل عدد غير معلوم من السيارات عندما بدأت تمتلئ بالمياه وتغرق. وقال مسؤول بوزارة النقل لرويترز إن العبارة كانت قريبة من الشاطئ وإن الربان صدمها بشعاب مرجانية في محاولة للمساعدة في جهود الإنقاذ.,['no_technique']
نفت وزارة الشؤون المحلية والبيئة في بلاغ نشرته على صفحتها الرسمية ، اليوم السبت 12 ديسمبر 2020 ، ما تم تداوله على وسائط التواصل الإجتماعي من ترفيع معلوم إستخراج مضامين الولادة من 500 مليم إلى 2000 مليم.,['no_technique']
"وقالت الوزارة في بيان صحفي، إن ""الوزير علي علاوي ينفي صحة الأنباء المتداولة عن طلب العراق من السعودية اقتراض نحو 3 مليارات دولار، وهذا الكلام لا صحة له، لكن إذا تحدثنا عن حجم الدعم الذي سنحصل عليه من المشاريع السعودية التي يمكن أن تنفذ في العراق، وفي حال لو جمع رأس المال لهذه المشاريع ربما نصل إلى هذا الرقم وأكثر، ونحن نريد أن نحرك الاستثمار داخل العراق"".","[""'loaded_language'""]"
الزناد أكد أن الصوت المدوي لا علاقة له بميناء رادس بل بالشركة الوطنية للكهرباء والغاز في عملها العادي واشغالها التي بصدد انجازها .,"[""'loaded_language'""]"
"ووفق ما أوردت وكالة الأنباء السعودية (واس)، الأحد، جرى توقيع العقدين بين ""موانئ"" وشركة قادة البناء الحديث المحدودة، بشراكة مع شركة ""هوتا هيجر فيلد"" السعودية، وشركة المشروعات للخدمات البحرية.",['no_technique']
نشرت قناة الجزيرة عبر صفحتها الرسمية بموقع التدوينات القصيرة، توتير، اعتذار رسمي للشعب المصري، بعد قامت بعرض فيديوهات قصيرة ليلة أمس الجمعة، تفيد بأنها لمجموعة من المتظاهرين يجوبون شوارع القاهرة.,['no_technique']
وتواجد بايدن في المكتب البيضاوي للمرة الأولى منذ أن أدى اليمين، كما قال مسؤولو البيت الأبيض لشبكة CNN.,['no_technique']
وآزرت لجنة معلمي السودان المنضوية تحت لواء تجمع المهنيين السودانيين القراي ضد الحملة المطالبة بإعفائه، مؤكدة في بيان أمس الخميس أن من يقفون خلفها تضررت مصالحهم المتمثلة في مخزون من عشرات الملايين من كتب المقرر القديم الذي يقدر بمليارات الجنيهات.,"[""'loaded_language'""]"
"وأورد موقع ""20 Minutos""، أن المهاجم الدنماركي، يريد الحصول على الرقم عشرة، في حال رحيل ميسي هذا الصيف.",['no_technique']
كلاسيطو الأرض.. الصراع مستمر إعداد: سوار ديب تقديم: مجد عمران إشراف على الإعداد: مؤيد البش,"[""'loaded_language'""]"
"وقال كريشنا شاندرا ساهو (43 عاما) الذي لجأ إلى فندق مع سبعة من أفراد عائلته ""سنبقى اليوم فقط إلى حين مرور الإعصار. لا نشعر بالخوف لكننا نشعر بالأمان هنا"".",['no_technique']
مشيراً إلى أن أسباب حجزها متنوعة، وأن بينها ثلاث سيارات من طراز «فيراري» إحداها من فئة «إنزو» النادر وجودها في المنطقة والعالم، إذ يزيد سعرها على مليون دولار.,['no_technique']
"ويبحث أهل المدينة عن علاج ولكن الدكتور جوليوس هيبرت يقول لهم: ""إنه لا يوجد علاجا للوباء والحل الوحيد هو التزام البيت والراحة في الفراش ةوأي علاج آخر سيكون وهميا"".","[""'loaded_language'""]"
"وقال سوغا في جلسة برلمانية ""أنا مصمم"" على استضافة دورة ألعاب أولمبية ""آمنة"" في طوكيو، كدلالة على ""انتصار البشرية على فيروس كورونا المستجد"".","[""'loaded_language'""]"
وقيل إن هيدويغ كانت تقف يوم الثلاثاء، قرب زوجها في غرفة المعيشة في بيتهما في بيروت عندما وقع الانفجار الهائل.,"[""'loaded_language'""]"
وارتفع المؤشر ستاندرد آند بورز 500 بمقدار 24.16 نقطة أو 0.67% إلى 3609.78 نقطة.,['no_technique']
جاءت ألمانيا وهولندا وبولندا العام الماضي على رأس قائمة مستوردي النفط الروسي في أوروبا، إلا أن الدول الثلاثة لديها القدرة على استيراد النفط الخام عن طريق البحر.,['no_technique']
ــ «كانت مباراة صعبة، نحن نعرف قيمة الخصم، إنه فريق جيد وله لاعبون بمستوى جيد، كان علينا أن نقوم بمجهود كبير من أجل الفوز لأن مهم بالنسبة لنا.,"[""'loaded_language'""]"
الرحلة ليست أول رحلة مباشرة بين إسرائيل والإمارات، كما أنها ليست أول رحلة بين البلدين من قبل شركة تجارية في مهمة خاصة، حيث هبطت طائرة تابعة لشركة الاتحاد الإماراتية للطيران في مايو أيار الماضي 2020، محملة بإمدادات طبية مخصصة للفلسطينيين، وبعد شهر، قامت رحلة أخرى تابعة للاتحاد للطيران بالرحلة نفسها.,['no_technique']
وحث رئيس الوزراء جوزيبي كونتي الإيطاليين كافة على البقاء في المنازل وعدم الخروج منها إلا عند الذهاب إلى أماكن العمل أو لظرف طارئ.,"[""'loaded_language'""]"
"ويعتقد بن يوسف أن الناس في هوليوود كما في غيره ""ليسوا على نفس المستوى من النظرة إلى المرء وإلى ثقافته . أظن أن بعض المخرجين يفضلون العمل على جوانب أكثر إنسانية والتطرق إلى المسائل بإيجابية أكثر"".",['no_technique']
"ويقدم تطبيق ""كريم"" عروضا للنقل بين الدمام والإحساء إلى الدوحة مقابل أجرة ثابتة بـ 1000 ريال سعودي (266 دولارًا) للاتجاه الواحد.",['no_technique']
وكان يشير إلى اللقاح الذي طوره مختبر فايزر الأميركي وشركة بايونتيك الألمانية، وجرى اختباره في البرازيل لأسابيع وبدأت المملكة المتحدة والولايات المتحدة باستخدامه.,['no_technique']
"وقال مصدر أمني إن طالبان ""لا ينقلون عوما ضحاياهم إلى مستشفى حكومي""، وأن مستشفى قندوز يبعد عشرات الكيلومترات من داشتي أرشي.",['no_technique']
كانت الجيوش على الجبهات الثلاث تبلي بلاءً حسناً إلى أن جاء نداء الاستغاثة الذي أطلقته غولدا مائير للإدارة الأميركية:,['no_technique']
وأثناء الاجتماعات السنوية، يتخذ مجلسا المحافظين قرارات بشأن كيفية التعامل مع القضايا النقدية الدولية الراهنة، ويعتمدان القرارات ذات الصلة. ويرأس الاجتماعات السنوية أحد محافظي الصندوق ومجموعة البنك، مع تناوب الرئاسة فيما بين أعضاء المجلسين كل عام. ويتم انتخاب المديرين التنفيذيين مرة كل عامين. ويتم الترحيب كل عام بأي من الأعضاء الجدد في المؤسستين.,['no_technique']
"قال الرئيس الفرنسي إيمانويل ماكرون في مقابلة مع قناة الجزيرة السبت، إنه يتفهم ""مشاعر المسلمين"" جراء نشر الرسوم الكاريكاتورية للنبي محمد لكن ذلك لا يبرر العنف إطلاقا.","[""'loaded_language'""]"
